sample_id,frame,simulation_time,ego_speed_kmh,ego_x,ego_y,ego_z,ego_roll,ego_pitch,ego_yaw,lidar_points,semantic_points,adaptive_cells,terrain_cells,static_cells,vehicle_cells,pedestrian_cells,road_cells,sidewalk_cells,minimum_resolution_m,maximum_resolution_m,front_vehicle_type,front_vehicle_distance_m,collision_count,raw_lidar_file,semantic_lidar_file,adaptive_grid_file
4155,21921,738.188,0.236,-34.88,-49.448,0.105,-1.582,1.658,-20.086,25850,46778,15491,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.577,707,D:\python_carla\simulation_dataset\raw_lidar\lidar_004155.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004155.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004155.npz
4156,21923,738.288,0.241,-34.874,-49.445,0.105,-1.577,1.66,-20.327,26823,49500,15721,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.574,709,D:\python_carla\simulation_dataset\raw_lidar\lidar_004156.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004156.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004156.npz
4157,21925,738.388,0.245,-34.868,-49.444,0.105,-1.583,1.656,-20.513,25631,46778,15438,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.572,711,D:\python_carla\simulation_dataset\raw_lidar\lidar_004157.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004157.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004157.npz
4158,21927,738.488,0.2,-34.861,-49.442,0.105,-1.566,1.654,-20.745,26907,49520,15714,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.569,713,D:\python_carla\simulation_dataset\raw_lidar\lidar_004158.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004158.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004158.npz
4159,21929,738.588,0.249,-34.855,-49.44,0.105,-1.571,1.652,-20.956,25636,46753,15259,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.566,715,D:\python_carla\simulation_dataset\raw_lidar\lidar_004159.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004159.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004159.npz
4160,21931,738.688,0.167,-34.85,-49.438,0.105,-1.582,1.65,-21.149,27008,49539,15757,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.564,717,D:\python_carla\simulation_dataset\raw_lidar\lidar_004160.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004160.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004160.npz
4161,21933,738.788,0.223,-34.844,-49.435,0.106,-1.603,1.643,-21.344,25735,46713,15369,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.562,719,D:\python_carla\simulation_dataset\raw_lidar\lidar_004161.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004161.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004161.npz
4162,21935,738.888,0.244,-34.838,-49.433,0.105,-1.591,1.643,-21.602,27008,49578,15670,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.56,721,D:\python_carla\simulation_dataset\raw_lidar\lidar_004162.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004162.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004162.npz
4163,21937,738.988,0.143,-34.831,-49.431,0.105,-1.587,1.647,-21.826,25603,46691,15368,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.557,723,D:\python_carla\simulation_dataset\raw_lidar\lidar_004163.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004163.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004163.npz
4164,21939,739.088,0.272,-34.825,-49.429,0.105,-1.594,1.644,-22.024,27053,49598,15658,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.553,725,D:\python_carla\simulation_dataset\raw_lidar\lidar_004164.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004164.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004164.npz
4165,21941,739.188,0.13,-34.819,-49.428,0.106,-1.604,1.639,-22.202,25876,46671,15384,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.551,727,D:\python_carla\simulation_dataset\raw_lidar\lidar_004165.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004165.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004165.npz
4166,21943,739.288,0.238,-34.813,-49.425,0.105,-1.587,1.635,-22.473,27299,49602,15818,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.549,729,D:\python_carla\simulation_dataset\raw_lidar\lidar_004166.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004166.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004166.npz
4167,21945,739.388,0.171,-34.807,-49.423,0.105,-1.579,1.635,-22.691,25706,46692,15350,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.547,731,D:\python_carla\simulation_dataset\raw_lidar\lidar_004167.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004167.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004167.npz
4168,21947,739.488,0.133,-34.801,-49.421,0.105,-1.585,1.637,-22.896,27069,49601,15767,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.544,733,D:\python_carla\simulation_dataset\raw_lidar\lidar_004168.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004168.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004168.npz
4169,21949,739.588,0.183,-34.795,-49.419,0.105,-1.58,1.631,-23.124,25595,46682,15342,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.541,735,D:\python_carla\simulation_dataset\raw_lidar\lidar_004169.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004169.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004169.npz
4170,21951,739.688,0.181,-34.789,-49.417,0.105,-1.573,1.634,-23.347,27047,49599,15733,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.539,737,D:\python_carla\simulation_dataset\raw_lidar\lidar_004170.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004170.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004170.npz
4171,21953,739.788,0.221,-34.783,-49.415,0.105,-1.57,1.632,-23.548,25555,46667,15304,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.536,739,D:\python_carla\simulation_dataset\raw_lidar\lidar_004171.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004171.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004171.npz
4172,21955,739.888,0.139,-34.777,-49.413,0.106,-1.567,1.632,-23.782,27043,49622,15813,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.534,741,D:\python_carla\simulation_dataset\raw_lidar\lidar_004172.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004172.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004172.npz
4173,21957,739.988,0.27,-34.771,-49.412,0.106,-1.568,1.631,-23.999,25691,46660,15295,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.53,743,D:\python_carla\simulation_dataset\raw_lidar\lidar_004173.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004173.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004173.npz
4174,21959,740.088,0.133,-34.765,-49.41,0.106,-1.566,1.626,-24.203,27293,49654,15786,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.528,745,D:\python_carla\simulation_dataset\raw_lidar\lidar_004174.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004174.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004174.npz
4175,21961,740.188,0.146,-34.759,-49.408,0.106,-1.567,1.621,-24.419,25634,46659,15353,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.525,747,D:\python_carla\simulation_dataset\raw_lidar\lidar_004175.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004175.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004175.npz
4176,21963,740.288,0.16,-34.753,-49.406,0.106,-1.562,1.623,-24.655,27214,49676,15789,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.523,749,D:\python_carla\simulation_dataset\raw_lidar\lidar_004176.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004176.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004176.npz
4177,21965,740.388,0.24,-34.747,-49.405,0.106,-1.56,1.623,-24.864,25561,46675,15203,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.52,751,D:\python_carla\simulation_dataset\raw_lidar\lidar_004177.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004177.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004177.npz
4178,21967,740.488,0.268,-34.741,-49.403,0.106,-1.554,1.624,-25.098,27041,49680,15783,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.517,753,D:\python_carla\simulation_dataset\raw_lidar\lidar_004178.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004178.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004178.npz
4179,21969,740.588,0.275,-34.733,-49.402,0.106,-1.549,1.625,-25.314,25637,46692,15198,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.513,755,D:\python_carla\simulation_dataset\raw_lidar\lidar_004179.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004179.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004179.npz
4180,21971,740.688,0.233,-34.726,-49.401,0.106,-1.533,1.63,-25.564,27218,49680,15780,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.509,757,D:\python_carla\simulation_dataset\raw_lidar\lidar_004180.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004180.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004180.npz
4181,21973,740.788,0.181,-34.721,-49.399,0.106,-1.533,1.623,-25.758,25655,46715,15285,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.507,759,D:\python_carla\simulation_dataset\raw_lidar\lidar_004181.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004181.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004181.npz
4182,21975,740.888,0.218,-34.715,-49.398,0.106,-1.534,1.623,-25.972,27287,49690,15886,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.504,761,D:\python_carla\simulation_dataset\raw_lidar\lidar_004182.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004182.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004182.npz
4183,21977,740.988,0.141,-34.709,-49.396,0.106,-1.546,1.621,-26.169,25729,46702,15286,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.501,763,D:\python_carla\simulation_dataset\raw_lidar\lidar_004183.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004183.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004183.npz
4184,21979,741.088,0.629,-34.699,-49.397,0.107,-1.525,1.607,-26.382,27180,49699,15830,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.494,765,D:\python_carla\simulation_dataset\raw_lidar\lidar_004184.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004184.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004184.npz
4185,21981,741.188,0.333,-34.685,-49.399,0.106,-1.464,1.597,-26.646,25642,46717,15229,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.483,767,D:\python_carla\simulation_dataset\raw_lidar\lidar_004185.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004185.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004185.npz
4186,21983,741.288,0.179,-34.679,-49.398,0.106,-1.442,1.6,-26.893,27158,49683,15831,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.48,769,D:\python_carla\simulation_dataset\raw_lidar\lidar_004186.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004186.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004186.npz
4187,21985,741.388,0.061,-34.675,-49.396,0.106,-1.462,1.581,-27.067,25618,46709,15152,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.478,771,D:\python_carla\simulation_dataset\raw_lidar\lidar_004187.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004187.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004187.npz
4188,21987,741.488,0.151,-34.67,-49.394,0.106,-1.486,1.601,-27.243,27129,49675,15673,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.477,773,D:\python_carla\simulation_dataset\raw_lidar\lidar_004188.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004188.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004188.npz
4189,21989,741.588,0.214,-34.668,-49.394,0.111,-1.284,1.303,-27.452,25496,46745,15077,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.475,775,D:\python_carla\simulation_dataset\raw_lidar\lidar_004189.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004189.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004189.npz
4190,21991,741.688,0.207,-34.666,-49.397,0.116,-1.039,1.052,-27.571,27210,49648,15557,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.472,777,D:\python_carla\simulation_dataset\raw_lidar\lidar_004190.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004190.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004190.npz
4191,21993,741.788,0.122,-34.663,-49.398,0.119,-0.969,0.925,-27.601,25803,46762,15074,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.47,779,D:\python_carla\simulation_dataset\raw_lidar\lidar_004191.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004191.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004191.npz
4192,21995,741.888,0.151,-34.66,-49.4,0.121,-0.902,0.834,-27.655,27322,49699,15559,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.466,781,D:\python_carla\simulation_dataset\raw_lidar\lidar_004192.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004192.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004192.npz
4193,21997,741.988,0.827,-34.651,-49.404,0.126,-0.703,0.609,-27.825,25345,46760,14705,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.456,783,D:\python_carla\simulation_dataset\raw_lidar\lidar_004193.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004193.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004193.npz
4194,21999,742.088,0.484,-34.636,-49.409,0.13,-0.514,0.358,-28.127,27176,49671,15284,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.444,785,D:\python_carla\simulation_dataset\raw_lidar\lidar_004194.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004194.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004194.npz
4195,22001,742.188,0.506,-34.625,-49.411,0.133,-0.39,0.204,-28.431,25675,46791,14791,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.434,787,D:\python_carla\simulation_dataset\raw_lidar\lidar_004195.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004195.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004195.npz
4196,22003,742.288,0.445,-34.613,-49.414,0.135,-0.296,0.126,-28.682,27167,49676,15292,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.424,789,D:\python_carla\simulation_dataset\raw_lidar\lidar_004196.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004196.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004196.npz
4197,22005,742.388,0.448,-34.6,-49.418,0.136,-0.225,0.09,-28.905,25605,46793,14656,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.413,791,D:\python_carla\simulation_dataset\raw_lidar\lidar_004197.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004197.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004197.npz
4198,22007,742.488,0.327,-34.59,-49.419,0.136,-0.168,0.074,-29.189,27356,49624,15291,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.405,793,D:\python_carla\simulation_dataset\raw_lidar\lidar_004198.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004198.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004198.npz
4199,22009,742.588,0.329,-34.581,-49.419,0.136,-0.14,0.062,-29.453,25756,46793,14671,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.399,795,D:\python_carla\simulation_dataset\raw_lidar\lidar_004199.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004199.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004199.npz
4200,22011,742.688,0.4,-34.571,-49.42,0.136,-0.103,0.063,-29.691,27081,49611,15178,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.391,797,D:\python_carla\simulation_dataset\raw_lidar\lidar_004200.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004200.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004200.npz
4201,22013,742.788,0.363,-34.561,-49.422,0.137,-0.059,0.067,-29.958,25763,46821,14768,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.384,799,D:\python_carla\simulation_dataset\raw_lidar\lidar_004201.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004201.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004201.npz
4202,22015,742.888,0.336,-34.552,-49.423,0.137,-0.035,0.072,-30.174,27124,49625,15115,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.377,801,D:\python_carla\simulation_dataset\raw_lidar\lidar_004202.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004202.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004202.npz
4203,22017,742.988,0.317,-34.543,-49.424,0.138,-0.011,0.08,-30.421,25931,46860,14975,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.371,803,D:\python_carla\simulation_dataset\raw_lidar\lidar_004203.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004203.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004203.npz
4204,22019,743.088,0.277,-34.534,-49.424,0.138,0.004,0.087,-30.671,27278,49606,15215,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.365,805,D:\python_carla\simulation_dataset\raw_lidar\lidar_004204.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004204.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004204.npz
4205,22021,743.188,0.307,-34.523,-49.424,0.136,-0.022,0.207,-31.008,25613,46912,14633,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.358,807,D:\python_carla\simulation_dataset\raw_lidar\lidar_004205.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004205.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004205.npz
4206,22023,743.288,0.362,-34.515,-49.425,0.137,0.005,0.171,-31.221,27190,49624,15149,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.351,809,D:\python_carla\simulation_dataset\raw_lidar\lidar_004206.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004206.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004206.npz
4207,22025,743.388,0.37,-34.505,-49.427,0.138,0.03,0.142,-31.447,25908,46874,14952,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.343,811,D:\python_carla\simulation_dataset\raw_lidar\lidar_004207.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004207.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004207.npz
4208,22027,743.488,0.24,-34.497,-49.427,0.139,0.053,0.13,-31.698,27042,49609,15049,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.337,813,D:\python_carla\simulation_dataset\raw_lidar\lidar_004208.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004208.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004208.npz
4209,22029,743.588,0.3,-34.487,-49.43,0.139,0.078,0.125,-31.943,25771,46851,14884,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.329,815,D:\python_carla\simulation_dataset\raw_lidar\lidar_004209.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004209.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004209.npz
4210,22031,743.688,0.377,-34.476,-49.432,0.139,0.104,0.129,-32.185,27221,49597,15169,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.321,817,D:\python_carla\simulation_dataset\raw_lidar\lidar_004210.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004210.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004210.npz
4211,22033,743.788,0.27,-34.467,-49.432,0.139,0.119,0.131,-32.471,25682,46880,14824,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.314,819,D:\python_carla\simulation_dataset\raw_lidar\lidar_004211.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004211.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004211.npz
4212,22035,743.888,0.355,-34.458,-49.434,0.14,0.131,0.132,-32.702,26929,49597,14942,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.307,821,D:\python_carla\simulation_dataset\raw_lidar\lidar_004212.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004212.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004212.npz
4213,22037,743.988,0.312,-34.449,-49.435,0.14,0.141,0.136,-32.964,25948,46882,14895,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.301,823,D:\python_carla\simulation_dataset\raw_lidar\lidar_004213.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004213.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004213.npz
4214,22039,744.088,0.292,-34.441,-49.436,0.14,0.154,0.135,-33.175,26976,49587,14900,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.294,825,D:\python_carla\simulation_dataset\raw_lidar\lidar_004214.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004214.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004214.npz
4215,22041,744.188,0.299,-34.432,-49.437,0.14,0.173,0.144,-33.444,25684,46882,14738,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.287,827,D:\python_carla\simulation_dataset\raw_lidar\lidar_004215.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004215.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004215.npz
4216,22043,744.288,0.364,-34.422,-49.44,0.141,0.186,0.146,-33.679,27231,49575,15122,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.278,829,D:\python_carla\simulation_dataset\raw_lidar\lidar_004216.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004216.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004216.npz
4217,22045,744.388,0.442,-34.413,-49.442,0.141,0.205,0.146,-33.912,25619,46884,14798,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.271,831,D:\python_carla\simulation_dataset\raw_lidar\lidar_004217.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004217.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004217.npz
4218,22047,744.488,0.305,-34.403,-49.443,0.141,0.222,0.149,-34.178,26955,49579,14926,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.264,833,D:\python_carla\simulation_dataset\raw_lidar\lidar_004218.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004218.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004218.npz
4219,22049,744.588,0.359,-34.395,-49.445,0.141,0.228,0.148,-34.421,25671,46862,14782,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.257,835,D:\python_carla\simulation_dataset\raw_lidar\lidar_004219.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004219.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004219.npz
4220,22051,744.688,0.307,-34.386,-49.445,0.141,0.247,0.158,-34.698,27110,49605,15011,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.251,837,D:\python_carla\simulation_dataset\raw_lidar\lidar_004220.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004220.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004220.npz
4221,22053,744.788,0.39,-34.377,-49.447,0.141,0.26,0.164,-34.94,25712,46886,14925,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.243,839,D:\python_carla\simulation_dataset\raw_lidar\lidar_004221.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004221.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004221.npz
4222,22055,744.888,0.283,-34.368,-49.449,0.141,0.268,0.166,-35.182,27100,49607,14894,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.236,841,D:\python_carla\simulation_dataset\raw_lidar\lidar_004222.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004222.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004222.npz
4223,22057,744.988,0.391,-34.359,-49.451,0.142,0.272,0.17,-35.445,25848,46862,14925,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.229,843,D:\python_carla\simulation_dataset\raw_lidar\lidar_004223.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004223.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004223.npz
4224,22059,745.088,0.309,-34.35,-49.452,0.141,0.285,0.175,-35.749,27214,49582,15128,0,0,0,0,0,0,0.05,0.5,vehicle.carlamotors.firetruck,20.223,845,D:\python_carla\simulation_dataset\raw_lidar\lidar_004224.npz,D:\python_carla\simulation_dataset\semantic_lidar\semantic_004224.npz,D:\python_carla\simulation_dataset\adaptive_2_5d\grid_004224.npz
